row index,2013,,Primary Deposit Type,Secondary Deposit Type, (1),Company,Source,Mt ore,Column 9,Column 10
68,Kamarga-JB,Australia,Sediment-hosted Pb-Zn,MVT,C,RMG,Ann Rep 2013,10.4,%Zn,2.7
68,Kamarga-JB,Australia,Sediment-hosted Pb-Zn,MVT,C,RMG,Ann Rep 2013,10.4,g/t Ag,1.0
69,Kangaroo Caves,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,6.3,%Zn,3.3
69,Kangaroo Caves,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,6.3,g/t Ag,12.1
69,Kangaroo Caves,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,6.3,%Cu,0.5
70,Kangiara,Australia,Porphyry,Porpphyry Cu-Au,C,Paradigm Metals,Ann Rep 2012,2.75,%Pb,1.0
70,Kangiara,Australia,Porphyry,Porpphyry Cu-Au,C,Paradigm Metals,Ann Rep 2012,2.75,%Zn,1.3
70,Kangiara,Australia,Porphyry,Porpphyry Cu-Au,C,Paradigm Metals,Ann Rep 2012,2.75,g/t Ag,24.0
70,Kangiara,Australia,Porphyry,Porpphyry Cu-Au,C,Paradigm Metals,Ann Rep 2012,2.75,%Cu,0.18
70,Kangiara,Australia,Porphyry,Porpphyry Cu-Au,C,Paradigm Metals,Ann Rep 2012,2.75,g/t Au,0.5
71,Kempfield,Australia,VMS,,C,Argent Minerals,Ann Rep 2012,21.8,%Pb,0.44935779816513766
71,Kempfield,Australia,VMS,,C,Argent Minerals,Ann Rep 2012,21.8,%Zn,0.9422018348623854
71,Kempfield,Australia,VMS,,C,Argent Minerals,Ann Rep 2012,21.8,g/t Ag,47.027522935779814
71,Kempfield,Australia,VMS,,C,Argent Minerals,Ann Rep 2012,21.8,g/t Au,0.12449541284403672
72,Koonenberry,Australia,VMS,,C,Ausmon Resources,Website (2013-03-24),5.75,%Zn,0.34747826086956524
72,Koonenberry,Australia,VMS,,C,Ausmon Resources,Website (2013-03-24),5.75,g/t Ag,2.3021043478260865
72,Koonenberry,Australia,VMS,,C,Ausmon Resources,Website (2013-03-24),5.75,%Cu,1.0313043478260868
72,Koonenberry,Australia,VMS,,C,Ausmon Resources,Website (2013-03-24),5.75,g/t Au,0.050504347826086954
73,Kroombit (Cu+Zn/Cu),Australia,VMS,,C,Argonaut Resources,Media (2009-06-11),5.1579999999999995,%Zn,1.8769988367584336
73,Kroombit (Cu+Zn/Cu),Australia,VMS,,C,Argonaut Resources,Media (2009-06-11),5.1579999999999995,%Cu,0.14899961225281116
74,Lady Loretta,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,14.27,%Pb,5.727512263489839
74,Lady Loretta,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,14.27,%Zn,16.0697967764541
74,Lady Loretta,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,14.27,g/t Ag,97.4989488437281
75,Lennard Shelf Group,Australia,Sediment-hosted Pb-Zn,MVT,C,North-West Mining & Geology Group (formerly Meridian Minerals),Minedex (2013-05-05),14.99,%Pb,4.28
75,Lennard Shelf Group,Australia,Sediment-hosted Pb-Zn,MVT,C,North-West Mining & Geology Group (formerly Meridian Minerals),Minedex (2013-05-05),14.99,%Zn,4.686
75,Lennard Shelf Group,Australia,Sediment-hosted Pb-Zn,MVT,C,North-West Mining & Geology Group (formerly Meridian Minerals),Minedex (2013-05-05),14.99,g/t Ag,16.0
76,Lennon's Find,Australia,VMS,,C,Laconia Resources (sold to Musketeer Minerals Pty Ltd late 2013),Ann Rep 2013,1.8,%Pb,1.4
76,Lennon's Find,Australia,VMS,,C,Laconia Resources (sold to Musketeer Minerals Pty Ltd late 2013),Ann Rep 2013,1.8,%Zn,5.1
76,Lennon's Find,Australia,VMS,,C,Laconia Resources (sold to Musketeer Minerals Pty Ltd late 2013),Ann Rep 2013,1.8,g/t Ag,82.0
76,Lennon's Find,Australia,VMS,,C,Laconia Resources (sold to Musketeer Minerals Pty Ltd late 2013),Ann Rep 2013,1.8,%Cu,0.2
76,Lennon's Find,Australia,VMS,,C,Laconia Resources (sold to Musketeer Minerals Pty Ltd late 2013),Ann Rep 2013,1.8,g/t Au,0.26
77,Lewis Ponds,Australia,VMS,,C,TriAusMin,Ann Rep 2013,6.619999999999999,%Pb,1.420392749244713
77,Lewis Ponds,Australia,VMS,,C,TriAusMin,Ann Rep 2013,6.619999999999999,%Zn,2.4244712990936557
77,Lewis Ponds,Australia,VMS,,C,TriAusMin,Ann Rep 2013,6.619999999999999,g/t Ag,69.14199395770393
77,Lewis Ponds,Australia,VMS,,C,TriAusMin,Ann Rep 2013,6.619999999999999,%Cu,0.1959214501510574
77,Lewis Ponds,Australia,VMS,,C,TriAusMin,Ann Rep 2013,6.619999999999999,g/t Au,1.4836858006042297
78,Liberty-Indee (Evelyn),Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.657,%Pb,0.3
78,Liberty-Indee (Evelyn),Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.657,%Zn,3.7
78,Liberty-Indee (Evelyn),Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.657,g/t Ag,35.9
78,Liberty-Indee (Evelyn),Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.657,%Cu,1.8
78,Liberty-Indee (Evelyn),Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.657,g/t Au,0.8
79,Magellan,Australia,Sediment-hosted Pb-Zn,Non-sulfide MVT,C,Ivernia,Ann Rep 2013,51.1,%Pb,4.314677103718198
80,Manindi-Freddie Well,Australia,VMS,,C,Metals Australia,Ann Rep 2013,1.354,%Zn,6.04
80,Manindi-Freddie Well,Australia,VMS,,C,Metals Australia,Ann Rep 2013,1.354,g/t Ag,3.4
80,Manindi-Freddie Well,Australia,VMS,,C,Metals Australia,Ann Rep 2013,1.354,%Cu,0.25
80,Manindi-Freddie Well,Australia,VMS,,C,Metals Australia,Ann Rep 2013,1.354,g/t Au,0.25
81,Maramungee,Australia,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Williams & Heinemann (1993),1.8,%Zn,4.4
82,Mariposa,Australia,VMS,,C,Zeehan Zinc / Creat Resources Holdings,Media (2009-03-29),0.574,%Pb,5.1
82,Mariposa,Australia,VMS,,C,Zeehan Zinc / Creat Resources Holdings,Media (2009-03-29),0.574,%Zn,1.9
82,Mariposa,Australia,VMS,,C,Zeehan Zinc / Creat Resources Holdings,Media (2009-03-29),0.574,g/t Ag,60.0
83,Mayfield,Australia,Skarn,,C,Forge Resources / Capital Mining,Ann Rep 2013 (Capital),4.9,%Zn,0.5967346938775511
83,Mayfield,Australia,Skarn,,C,Forge Resources / Capital Mining,Ann Rep 2013 (Capital),4.9,g/t Ag,8.26734693877551
83,Mayfield,Australia,Skarn,,C,Forge Resources / Capital Mining,Ann Rep 2013 (Capital),4.9,%Cu,0.3448979591836735
83,Mayfield,Australia,Skarn,,C,Forge Resources / Capital Mining,Ann Rep 2013 (Capital),4.9,g/t Au,0.5714285714285714
83,Mayfield,Australia,Skarn,,C,Forge Resources / Capital Mining,Ann Rep 2013 (Capital),4.9,%Fe,25.4
84,McArthur River,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,194,%Pb,4.049536082474227
84,McArthur River,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,194,%Zn,9.206185567010309
84,McArthur River,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,194,g/t Ag,40.9680412371134
85,Menninnie Dam,Australia,Sediment-hosted Pb-Zn,Sedex,C,Terramin Australia,Ann Rep 2013,7.7,%Pb,2.6
85,Menninnie Dam,Australia,Sediment-hosted Pb-Zn,Sedex,C,Terramin Australia,Ann Rep 2013,7.7,%Zn,3.1
85,Menninnie Dam,Australia,Sediment-hosted Pb-Zn,Sedex,C,Terramin Australia,Ann Rep 2013,7.7,g/t Ag,27.0
87,Mons Cupri,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,4.607,%Pb,0.5
87,Mons Cupri,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,4.607,%Zn,1.3
87,Mons Cupri,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,4.607,g/t Ag,24.1
87,Mons Cupri,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,4.607,%Cu,0.9
87,Mons Cupri,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,4.607,g/t Au,0.1
88,Morrison,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.93,%Pb,0.3
88,Morrison,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.93,%Zn,5.4
88,Morrison,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.93,g/t Ag,21.0
88,Morrison,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.93,%Cu,0.6
88,Morrison,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.93,g/t Au,0.1
89,Mt Angelo North,Australia,Porphyry,Porphyry Cu-Au-Pb-Zn,C,3D Resources,Minedex (2013-05-05),0.124,%Pb,0.5387096774193548
89,Mt Angelo North,Australia,Porphyry,Porphyry Cu-Au-Pb-Zn,C,3D Resources,Minedex (2013-05-05),0.124,%Zn,2.6612903225806455
89,Mt Angelo North,Australia,Porphyry,Porphyry Cu-Au-Pb-Zn,C,3D Resources,Minedex (2013-05-05),0.124,g/t Ag,25.258064516129032
89,Mt Angelo North,Australia,Porphyry,Porphyry Cu-Au-Pb-Zn,C,3D Resources,Minedex (2013-05-05),0.124,%Cu,0.31048387096774194
89,Mt Angelo North,Australia,Porphyry,Porphyry Cu-Au-Pb-Zn,C,3D Resources,Minedex (2013-05-05),0.124,g/t Au,0.19564516129032258
90,Mt Ararat,Australia,VMS,,C,Stavely Minerals,Media (2015-09-08),1.3,%Zn,0.4
90,Mt Ararat,Australia,VMS,,C,Stavely Minerals,Media (2015-09-08),1.3,g/t Ag,6.0
90,Mt Ararat,Australia,VMS,,C,Stavely Minerals,Media (2015-09-08),1.3,%Cu,2.0
90,Mt Ararat,Australia,VMS,,C,Stavely Minerals,Media (2015-09-08),1.3,g/t Au,0.5
91,Mt Bonnie,Australia,VMS,,NC,Crocodile Gold,Tech Rep (2013-07),0.65,%Pb,2.0
91,Mt Bonnie,Australia,VMS,,NC,Crocodile Gold,Tech Rep (2013-07),0.65,%Zn,9.0
91,Mt Bonnie,Australia,VMS,,NC,Crocodile Gold,Tech Rep (2013-07),0.65,g/t Ag,280.0
91,Mt Bonnie,Australia,VMS,,NC,Crocodile Gold,Tech Rep (2013-07),0.65,%Cu,0.5
91,Mt Bonnie,Australia,VMS,,NC,Crocodile Gold,Tech Rep (2013-07),0.65,g/t Au,1.7
92,Mt Charter,Australia,VMS,,C,Bass Metals,Ann Rep 2011,6.1,%Zn,0.5
92,Mt Charter,Australia,VMS,,C,Bass Metals,Ann Rep 2011,6.1,g/t Ag,36.0
92,Mt Charter,Australia,VMS,,C,Bass Metals,Ann Rep 2011,6.1,g/t Au,1.2
93,Mt Clement-Eastern Hills,Australia,Epithermal,Low sulfidation?,C,Artemis Resources,Ann Rep 2009,0.607,%Pb,2.4
93,Mt Clement-Eastern Hills,Australia,Epithermal,Low sulfidation?,C,Artemis Resources,Ann Rep 2009,0.607,g/t Ag,26.0
93,Mt Clement-Eastern Hills,Australia,Epithermal,Low sulfidation?,C,Artemis Resources,Ann Rep 2009,0.607,g/t Au,0.22
95,Mt Garnet Group,Australia,Skarn,,C,Kagara,Ann Rep 2011,9.633233,%Pb,0.3896732280844863
95,Mt Garnet Group,Australia,Skarn,,C,Kagara,Ann Rep 2011,9.633233,%Zn,7.799577327777704
95,Mt Garnet Group,Australia,Skarn,,C,Kagara,Ann Rep 2011,9.633233,g/t Ag,35.04896578334605
95,Mt Garnet Group,Australia,Skarn,,C,Kagara,Ann Rep 2011,9.633233,%Cu,1.083120443572786
95,Mt Garnet Group,Australia,Skarn,,C,Kagara,Ann Rep 2011,9.633233,g/t Au,0.16660194350121085
95,Mt Garnet Group,Australia,Skarn,,C,Kagara,Ann Rep 2011,9.633233,%Mo,0.009161273435619467
96,Mt Isa (Open Cut),Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,427.8,%Pb,2.4990042075736327
96,Mt Isa (Open Cut),Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,427.8,%Zn,3.3728190743338002
96,Mt Isa (Open Cut),Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,427.8,g/t Ag,51.676203833567094
97,Mt Isa-Black Star,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,24.400000000000002,%Pb,3.1126229508196723
97,Mt Isa-Black Star,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,24.400000000000002,%Zn,4.597090163934427
97,Mt Isa-Black Star,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,24.400000000000002,g/t Ag,61.174180327868854
98,Mt Isa-George Fisher North,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,145.1,%Pb,3.9301585113714688
98,Mt Isa-George Fisher North,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,145.1,%Zn,8.34459682977257
98,Mt Isa-George Fisher North,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,145.1,g/t Ag,62.486836664369406
99,Mt Isa-George Fisher South (Hilton),Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,56,%Pb,5.310714285714285
99,Mt Isa-George Fisher South (Hilton),Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,56,%Zn,7.821785714285714
99,Mt Isa-George Fisher South (Hilton),Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,56,g/t Ag,106.26785714285714
100,Mt Isa-Handle Bar Hill,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,8.27,%Pb,2.421064087061669
100,Mt Isa-Handle Bar Hill,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,8.27,%Zn,5.698101571946796
100,Mt Isa-Handle Bar Hill,Australia,Sediment-hosted Pb-Zn,Sedex,C,Glencore Xstrata,ResV ResC 2013,8.27,g/t Ag,35.54268440145103
101,Mt Moss,Australia,Skarn,,C,Curtain Bros (Qld),Qld Met. Ind. Mines 2012,20,%Zn,0.35
101,Mt Moss,Australia,Skarn,,C,Curtain Bros (Qld),Qld Met. Ind. Mines 2012,20,%Cu,0.35
101,Mt Moss,Australia,Skarn,,C,Curtain Bros (Qld),Qld Met. Ind. Mines 2012,20,%Fe,41.0
102,Mt Mulcahy,Australia,VMS,,C,Black Raven Mining,Minedex (2013-05-05),0.227899,%Pb,0.17
102,Mt Mulcahy,Australia,VMS,,C,Black Raven Mining,Minedex (2013-05-05),0.227899,%Zn,1.85
102,Mt Mulcahy,Australia,VMS,,C,Black Raven Mining,Minedex (2013-05-05),0.227899,g/t Ag,33.0
102,Mt Mulcahy,Australia,VMS,,C,Black Raven Mining,Minedex (2013-05-05),0.227899,%Cu,2.96
103,Mulgul-Jillawarra (Abra),Australia,VMS,,C,Hunan Nonferrous Metals,Ann Rep 2010 (Jabiru Metals; also Minedex),107,%Pb,3.494392523364486
103,Mulgul-Jillawarra (Abra),Australia,VMS,,C,Hunan Nonferrous Metals,Ann Rep 2010 (Jabiru Metals; also Minedex),107,%Zn,0.08691588785046729
103,Mulgul-Jillawarra (Abra),Australia,VMS,,C,Hunan Nonferrous Metals,Ann Rep 2010 (Jabiru Metals; also Minedex),107,g/t Ag,9.25233644859813
103,Mulgul-Jillawarra (Abra),Australia,VMS,,C,Hunan Nonferrous Metals,Ann Rep 2010 (Jabiru Metals; also Minedex),107,%Cu,0.18831775700934578
103,Mulgul-Jillawarra (Abra),Australia,VMS,,C,Hunan Nonferrous Metals,Ann Rep 2010 (Jabiru Metals; also Minedex),107,g/t Au,0.10579439252336449
104,Myrtle,Australia,Sediment-hosted Pb-Zn,Sedex,C,Rox Resources,Ann Rep 2013,43.6,%Pb,0.95
104,Myrtle,Australia,Sediment-hosted Pb-Zn,Sedex,C,Rox Resources,Ann Rep 2013,43.6,%Zn,4.09
105,Narrawa,Australia,Skarn,,C,Torque Mining (formerly Frontier Resources),Prospectus (2013-07),0.209338,%Pb,1.3221077874060132
105,Narrawa,Australia,Skarn,,C,Torque Mining (formerly Frontier Resources),Prospectus (2013-07),0.209338,%Zn,1.1132319024735118
105,Narrawa,Australia,Skarn,,C,Torque Mining (formerly Frontier Resources),Prospectus (2013-07),0.209338,g/t Ag,161.00705079823064
105,Narrawa,Australia,Skarn,,C,Torque Mining (formerly Frontier Resources),Prospectus (2013-07),0.209338,g/t Au,2.1011007079460007
106,Nightflower-Digger Lode,Australia,VMS,,C,unknown,media (2008-09-26) (Axiom Mining),0.215534,%Pb,4.91
106,Nightflower-Digger Lode,Australia,VMS,,C,unknown,media (2008-09-26) (Axiom Mining),0.215534,%Zn,2.2
106,Nightflower-Digger Lode,Australia,VMS,,C,unknown,media (2008-09-26) (Axiom Mining),0.215534,g/t Ag,193.6
106,Nightflower-Digger Lode,Australia,VMS,,C,unknown,media (2008-09-26) (Axiom Mining),0.215534,%Cu,0.15
107,Nimbus,Australia,Epithermal,High sulfidation,C,MacPhersons Resources,Tech Rep (2013-11),4.87613,%Pb,0.14567621444344522
107,Nimbus,Australia,Epithermal,High sulfidation,C,MacPhersons Resources,Tech Rep (2013-11),4.87613,%Zn,1.328
107,Nimbus,Australia,Epithermal,High sulfidation,C,MacPhersons Resources,Tech Rep (2013-11),4.87613,g/t Ag,79.29
107,Nimbus,Australia,Epithermal,High sulfidation,C,MacPhersons Resources,Tech Rep (2013-11),4.87613,%Cu,0.016628909310248075
107,Nimbus,Australia,Epithermal,High sulfidation,C,MacPhersons Resources,Tech Rep (2013-11),4.87613,g/t Au,0.294
108,Northampton-Mary Springs,Australia,Epithermal,Low sulfidation?,C,Prospect Resources (formerly Ethan Minerals),Aust Mines Atlas (2013-09-30),0.145097,%Pb,11.46
109,Nymagee,Australia,Sediment-hosted Pb-Zn,Sedex,C,YTC Resources,Ann Rep 2013,8.096,%Pb,0.3
109,Nymagee,Australia,Sediment-hosted Pb-Zn,Sedex,C,YTC Resources,Ann Rep 2013,8.096,%Zn,0.7
109,Nymagee,Australia,Sediment-hosted Pb-Zn,Sedex,C,YTC Resources,Ann Rep 2013,8.096,g/t Ag,9.0
109,Nymagee,Australia,Sediment-hosted Pb-Zn,Sedex,C,YTC Resources,Ann Rep 2013,8.096,%Cu,1.2
110,O'Callaghans,Australia,Skarn,,C,Newcrest Mining,ResV ResC 2013,78,%Pb,0.2472692307692308
110,O'Callaghans,Australia,Skarn,,C,Newcrest Mining,ResV ResC 2013,78,%Zn,0.5038461538461539
110,O'Callaghans,Australia,Skarn,,C,Newcrest Mining,ResV ResC 2013,78,%Cu,0.28423076923076923
110,O'Callaghans,Australia,Skarn,,C,Newcrest Mining,ResV ResC 2013,78,%WO3,0.32961538461538464
111,Oceana,Australia,Sediment-hosted Pb-Zn,MVT,C,Zeehan Zinc / Creat Resources Holdings,Media (2009-03-29),2.1450389999999997,%Pb,1.22
111,Oceana,Australia,Sediment-hosted Pb-Zn,MVT,C,Zeehan Zinc / Creat Resources Holdings,Media (2009-03-29),2.1450389999999997,%Zn,4.41
111,Oceana,Australia,Sediment-hosted Pb-Zn,MVT,C,Zeehan Zinc / Creat Resources Holdings,Media (2009-03-29),2.1450389999999997,g/t Ag,32.7
112,Onedin (Koongie Park),Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,4.458,%Pb,0.92
112,Onedin (Koongie Park),Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,4.458,%Zn,3.24
112,Onedin (Koongie Park),Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,4.458,g/t Ag,25.97
112,Onedin (Koongie Park),Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,4.458,%Cu,0.81
112,Onedin (Koongie Park),Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,4.458,g/t Au,0.31
113,Parkers Hill (Mineral Hill),Australia,VMS,,C,KBL Mining,Ann Rep 2013,4.867,%Pb,1.684857201561537
113,Parkers Hill (Mineral Hill),Australia,VMS,,C,KBL Mining,Ann Rep 2013,4.867,%Zn,0.935196219437025
113,Parkers Hill (Mineral Hill),Australia,VMS,,C,KBL Mining,Ann Rep 2013,4.867,g/t Ag,33.25518800082186
113,Parkers Hill (Mineral Hill),Australia,VMS,,C,KBL Mining,Ann Rep 2013,4.867,%Cu,1.208506266694062
113,Parkers Hill (Mineral Hill),Australia,VMS,,C,KBL Mining,Ann Rep 2013,4.867,g/t Au,1.1089089788370656
114,Peelwood North/South,Australia,VMS,,C,Balamara Resources (Sultan Corp),Ann Rep 2012,0.895,%Pb,0.7257206703910616
114,Peelwood North/South,Australia,VMS,,C,Balamara Resources (Sultan Corp),Ann Rep 2012,0.895,%Zn,3.9948603351955314
114,Peelwood North/South,Australia,VMS,,C,Balamara Resources (Sultan Corp),Ann Rep 2012,0.895,g/t Ag,11.315083798882682
114,Peelwood North/South,Australia,VMS,,C,Balamara Resources (Sultan Corp),Ann Rep 2012,0.895,%Cu,0.7974301675977653
115,Pegmont,Australia,Sediment-hosted Pb-Zn,Sedex,C,Pegmont Mines,Ann Rep 2013,8.852,%Pb,3.4649062358788973
115,Pegmont,Australia,Sediment-hosted Pb-Zn,Sedex,C,Pegmont Mines,Ann Rep 2013,8.852,%Zn,1.4796825576140984
116,Peterlumbo-Paris,Australia,Epithermal,High sulfidation?,C,Investigator Resources,Media (2013-10-15),5.9,%Pb,0.6
116,Peterlumbo-Paris,Australia,Epithermal,High sulfidation?,C,Investigator Resources,Media (2013-10-15),5.9,g/t Ag,110.0
117,Prairie Downs,Australia,VMS,,C,Prairie Downs Metals (now Brumby Resources),Minedex (2013-05-05),2.98,%Pb,1.588
117,Prairie Downs,Australia,VMS,,C,Prairie Downs Metals (now Brumby Resources),Minedex (2013-05-05),2.98,%Zn,4.94
117,Prairie Downs,Australia,VMS,,C,Prairie Downs Metals (now Brumby Resources),Minedex (2013-05-05),2.98,g/t Ag,15.0
118,Que River-Que River S Lens,Australia,VMS,,C,Bass Metals,Ann Rep 2013,0.6800000000000002,%Pb,2.45
118,Que River-Que River S Lens,Australia,VMS,,C,Bass Metals,Ann Rep 2013,0.6800000000000002,%Zn,4.935294117647058
118,Que River-Que River S Lens,Australia,VMS,,C,Bass Metals,Ann Rep 2013,0.6800000000000002,g/t Ag,78.99999999999999
118,Que River-Que River S Lens,Australia,VMS,,C,Bass Metals,Ann Rep 2013,0.6800000000000002,%Cu,1.2058823529411762
118,Que River-Que River S Lens,Australia,VMS,,C,Bass Metals,Ann Rep 2013,0.6800000000000002,g/t Au,0.688235294117647
119,Queenslander,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.59,%Pb,0.1
119,Queenslander,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.59,%Zn,4.5
119,Queenslander,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.59,g/t Ag,11.0
119,Queenslander,Australia,Skarn,,C,Kagara (?),Aust Mines Atlas (2013-09-30),1.59,%Cu,0.6
120,Quinns-Austin,Australia,VMS,,C,Caravel Minerals (formerly Silver Swan Group),Ann Rep 2012,1.48,%Zn,1.39
120,Quinns-Austin,Australia,VMS,,C,Caravel Minerals (formerly Silver Swan Group),Ann Rep 2012,1.48,g/t Ag,3.31
120,Quinns-Austin,Australia,VMS,,C,Caravel Minerals (formerly Silver Swan Group),Ann Rep 2012,1.48,%Cu,1.02
120,Quinns-Austin,Australia,VMS,,C,Caravel Minerals (formerly Silver Swan Group),Ann Rep 2012,1.48,g/t Au,0.24
121,Railway Flat,Australia,Skarn,,C,Kagara (?),Ann Rep 2011 (Copper Strike),0.9,%Pb,0.9
121,Railway Flat,Australia,Skarn,,C,Kagara (?),Ann Rep 2011 (Copper Strike),0.9,%Zn,3.4
121,Railway Flat,Australia,Skarn,,C,Kagara (?),Ann Rep 2011 (Copper Strike),0.9,g/t Ag,16.0
121,Railway Flat,Australia,Skarn,,C,Kagara (?),Ann Rep 2011 (Copper Strike),0.9,%Cu,0.2
122,Range & Turtle/Copper Ridge,Australia,Epithermal,Low sulfidation?,C,Onslow Minerals,Minedex (2013-05-05),0.131,%Pb,1.8854961832061068
122,Range & Turtle/Copper Ridge,Australia,Epithermal,Low sulfidation?,C,Onslow Minerals,Minedex (2013-05-05),0.131,g/t Ag,4.580152671755725
122,Range & Turtle/Copper Ridge,Australia,Epithermal,Low sulfidation?,C,Onslow Minerals,Minedex (2013-05-05),0.131,%Cu,1.3893129770992365
123,Red Cap Group,Australia,Skarn,,C,Kagara,Qtr 2012-06,3.832,%Pb,0.19697286012526097
123,Red Cap Group,Australia,Skarn,,C,Kagara,Qtr 2012-06,3.832,%Zn,4.800156576200418
123,Red Cap Group,Australia,Skarn,,C,Kagara,Qtr 2012-06,3.832,g/t Ag,19.008350730688935
123,Red Cap Group,Australia,Skarn,,C,Kagara,Qtr 2012-06,3.832,%Cu,0.7568893528183716
123,Red Cap Group,Australia,Skarn,,C,Kagara,Qtr 2012-06,3.832,g/t Au,0.0644572025052192
124,Rosebery-South Hercules,Australia,VMS,,C,MMG,Ann Rep 2013,19.1,%Pb,3.493717277486912
124,Rosebery-South Hercules,Australia,VMS,,C,MMG,Ann Rep 2013,19.1,%Zn,11.002094240837696
124,Rosebery-South Hercules,Australia,VMS,,C,MMG,Ann Rep 2013,19.1,g/t Ag,121.46596858638742
124,Rosebery-South Hercules,Australia,VMS,,C,MMG,Ann Rep 2013,19.1,%Cu,0.4172774869109947
124,Rosebery-South Hercules,Australia,VMS,,C,MMG,Ann Rep 2013,19.1,g/t Au,1.7418848167539267
125,Salt Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,1.003,%Pb,2.1
125,Salt Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,1.003,%Zn,7.0
125,Salt Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,1.003,g/t Ag,52.0
125,Salt Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,1.003,%Cu,2.0
125,Salt Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,1.003,g/t Au,0.3
126,Sandiego,Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,3.53,%Zn,4.050991501416431
126,Sandiego,Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,3.53,g/t Ag,19.416430594900852
126,Sandiego,Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,3.53,%Cu,1.6297450424929176
126,Sandiego,Australia,VMS,,C,Anglo Australian Resources,Ann Rep 2011,3.53,g/t Au,0.26974504249291786
127,Sandy Creek,Australia,Sediment-hosted Pb-Zn,,C,TNG Ltd,Ann Rep 2012,24.381,%Pb,0.45
127,Sandy Creek,Australia,Sediment-hosted Pb-Zn,,C,TNG Ltd,Ann Rep 2012,24.381,%Zn,1.81
